,ticker,name,sector,asset_class,market_value,weight,notional_value,shares,price,location,exchange,currency,fx_rate,market_currency,accrual_date,etfname,date
3968,D05,DBS GROUP HOLDINGS LTD,Financials,Equity,"167,125,911.19",0.31,"167,125,911.19","6,357,560.00",26.29,Singapore,Singapore Exchange,USD,1.35,SGD,"Jan 01, 1998",EFA,20240607
3969,RACE,FERRARI NV,Consumer Discretionary,Equity,"166,465,129.04",0.31,"166,465,129.04","402,203.00",413.88,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240607
3970,ATCO A,ATLAS COPCO CLASS A,Industrials,Equity,"166,379,881.99",0.31,"166,379,881.99","8,570,721.00",19.41,Sweden,Nasdaq Omx Nordic,USD,10.53,SEK,-,EFA,20240607
3971,PRX,PROSUS NV,Consumer Discretionary,Equity,"165,862,006.18",0.30,"165,862,006.18","4,523,234.00",36.67,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240607
3972,WES,WESFARMERS LTD,Consumer Discretionary,Equity,"160,267,332.19",0.29,"160,267,332.19","3,620,875.00",44.26,Australia,Asx - All Markets,USD,1.52,AUD,-,EFA,20240607
3973,RR.,ROLLS-ROYCE HOLDINGS PLC,Industrials,Equity,"156,099,921.41",0.29,"156,099,921.41","26,856,116.00",5.81,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3974,CPG,COMPASS GROUP PLC,Consumer Discretionary,Equity,"154,847,819.98",0.28,"154,847,819.98","5,433,989.00",28.50,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3975,STLAM,STELLANTIS NV,Consumer Discretionary,Equity,"154,326,895.91",0.28,"154,326,895.91","7,069,672.00",21.83,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240607
3976,8411,MIZUHO FINANCIAL GROUP INC,Financials,Equity,"152,538,650.31",0.28,"152,538,650.31","7,697,116.00",19.82,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3977,7267,HONDA MOTOR LTD,Consumer Discretionary,Equity,"152,262,111.84",0.28,"152,262,111.84","14,320,400.00",10.63,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3978,INVE B,INVESTOR CLASS B,Financials,Equity,"151,480,931.39",0.28,"151,480,931.39","5,522,786.00",27.43,Sweden,Nasdaq Omx Nordic,USD,10.53,SEK,-,EFA,20240607
3979,MQG,MACQUARIE GROUP LTD DEF,Financials,Equity,"150,205,350.92",0.28,"150,205,350.92","1,160,864.00",129.39,Australia,Asx - All Markets,USD,1.52,AUD,-,EFA,20240607
3980,HOLN,HOLCIM LTD AG,Materials,Equity,"148,353,801.23",0.27,"148,353,801.23","1,663,091.00",89.20,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
3981,SIKA,SIKA AG,Materials,Equity,"146,978,810.28",0.27,"146,978,810.28","486,457.00",302.14,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
3982,9983,FAST RETAILING LTD,Consumer Discretionary,Equity,"146,293,311.23",0.27,"146,293,311.23","558,500.00",261.94,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3983,ALC,ALCON AG,Health Care,Equity,"146,107,530.67",0.27,"146,107,530.67","1,594,450.00",91.64,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
3984,EUR,EUR CASH,Cash and/or Derivatives,Cash,"145,486,283.48",0.27,"145,486,283.48","134,560,011.00",108.12,European Union,-,USD,0.92,EUR,-,EFA,20240607
3985,BAS,BASF N,Materials,Equity,"144,102,778.86",0.26,"144,102,778.86","2,847,872.00",50.60,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
3986,GIVN,GIVAUDAN SA,Materials,Equity,"141,761,523.53",0.26,"141,761,523.53","29,463.00","4,811.51",Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
3987,LLOY,LLOYDS BANKING GROUP PLC,Financials,Equity,"140,040,482.34",0.26,"140,040,482.34","200,879,083.00",0.70,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3988,EXPN,EXPERIAN PLC,Industrials,Equity,"136,572,668.35",0.25,"136,572,668.35","2,930,816.00",46.60,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3989,4502,TAKEDA PHARMACEUTICAL LTD,Health Care,Equity,"136,251,079.00",0.25,"136,251,079.00","5,049,210.00",26.98,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3990,7741,HOYA CORP,Health Care,Equity,"135,878,301.35",0.25,"135,878,301.35","1,119,800.00",121.34,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3991,DHL,DEUTSCHE POST AG,Industrials,Equity,"135,078,680.26",0.25,"135,078,680.26","3,162,887.00",42.71,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
3992,BN,DANONE SA,Consumer Staples,Equity,"133,324,988.81",0.24,"133,324,988.81","2,054,516.00",64.89,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
3993,BARC,BARCLAYS PLC,Financials,Equity,"132,716,632.91",0.24,"132,716,632.91","48,020,563.00",2.76,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3994,LONN,LONZA GROUP AG,Health Care,Equity,"132,562,484.05",0.24,"132,562,484.05","237,616.00",557.89,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
3995,VOLV B,VOLVO CLASS B,Industrials,Equity,"132,474,041.44",0.24,"132,474,041.44","5,068,504.00",26.14,Sweden,Nasdaq Omx Nordic,USD,10.53,SEK,-,EFA,20240607
3996,388,HONG KONG EXCHANGES AND CLEARING L,Financials,Equity,"131,422,184.10",0.24,"131,422,184.10","3,791,200.00",34.67,Hong Kong,Hong Kong Exchanges And Clearing Ltd,USD,7.81,HKD,-,EFA,20240607
3997,9433,KDDI CORP,Communication,Equity,"129,819,943.25",0.24,"129,819,943.25","4,775,900.00",27.18,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
3998,NG.,NATIONAL GRID PLC,Utilities,Equity,"129,794,212.26",0.24,"129,794,212.26","11,738,086.00",11.06,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
3999,ADS,ADIDAS N AG,Consumer Discretionary,Equity,"129,102,493.77",0.24,"129,102,493.77","516,912.00",249.76,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
4000,RKT,RECKITT BENCKISER GROUP PLC,Consumer Staples,Equity,"128,950,960.40",0.24,"128,950,960.40","2,249,547.00",57.32,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4001,WKL,WOLTERS KLUWER NV,Industrials,Equity,"128,217,901.28",0.24,"128,217,901.28","792,969.00",161.69,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240607
4002,GMG,GOODMAN GROUP UNITS,Real Estate,Equity,"126,957,525.99",0.23,"126,957,525.99","5,453,943.00",23.28,Australia,Asx - All Markets,USD,1.52,AUD,-,EFA,20240607
4003,SGO,COMPAGNIE DE SAINT GOBAIN SA,Industrials,Equity,"125,296,410.97",0.23,"125,296,410.97","1,454,398.00",86.15,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
4004,DB1,DEUTSCHE BOERSE AG,Financials,Equity,"123,198,012.18",0.23,"123,198,012.18","606,255.00",203.21,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
4005,AAL,ANGLO AMERICAN PLC,Materials,Equity,"122,889,673.84",0.23,"122,889,673.84","4,054,564.00",30.31,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4006,NDA FI,NORDEA BANK,Financials,Equity,"122,433,670.82",0.22,"122,433,670.82","10,034,443.00",12.20,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,-,EFA,20240607
4007,SREN,SWISS RE AG,Financials,Equity,"121,993,248.55",0.22,"121,993,248.55","962,421.00",126.76,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
4008,6367,DAIKIN INDUSTRIES LTD,Industrials,Equity,"120,595,542.94",0.22,"120,595,542.94","841,700.00",143.28,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4009,III,3I GROUP PLC,Financials,Equity,"115,608,685.85",0.21,"115,608,685.85","3,105,831.00",37.22,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4010,O39,OVERSEA-CHINESE BANKING LTD,Financials,Equity,"114,107,173.96",0.21,"114,107,173.96","10,804,598.00",10.56,Singapore,Singapore Exchange,USD,1.35,SGD,-,EFA,20240607
4011,9434,SOFTBANK CORP,Communication,Equity,"112,812,906.97",0.21,"112,812,906.97","9,091,700.00",12.41,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4012,6146,DISCO CORP,Information Technology,Equity,"112,065,421.16",0.21,"112,065,421.16","293,900.00",381.30,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4013,2914,JAPAN TOBACCO INC,Consumer Staples,Equity,"111,356,685.58",0.20,"111,356,685.58","3,829,000.00",29.08,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4014,ASM,ASM INTERNATIONAL NV,Information Technology,Equity,"109,628,949.10",0.20,"109,628,949.10","147,506.00",743.22,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240607
4015,WDS,WOODSIDE ENERGY GROUP LTD,Energy,Equity,"108,679,579.68",0.20,"108,679,579.68","6,058,558.00",17.94,Australia,Asx - All Markets,USD,1.52,AUD,-,EFA,20240607
4016,6981,MURATA MANUFACTURING LTD,Information Technology,Equity,"106,869,491.81",0.20,"106,869,491.81","5,498,800.00",19.44,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4017,FLTR,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,Equity,"106,674,203.95",0.20,"106,674,203.95","566,195.00",188.41,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4018,AMS,AMADEUS IT GROUP SA,Consumer Discretionary,Equity,"105,124,780.57",0.19,"105,124,780.57","1,437,459.00",73.13,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240607
4019,ENI,ENI,Energy,Equity,"104,901,438.97",0.19,"104,901,438.97","6,934,188.00",15.13,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240607
4020,CAP,CAPGEMINI,Information Technology,Equity,"104,641,023.84",0.19,"104,641,023.84","495,684.00",211.10,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
4021,6503,MITSUBISHI ELECTRIC CORP,Industrials,Equity,"104,388,579.99",0.19,"104,388,579.99","6,166,200.00",16.93,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4022,4661,ORIENTAL LAND LTD,Consumer Discretionary,Equity,"101,580,605.75",0.19,"101,580,605.75","3,481,400.00",29.18,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4023,DBK,DEUTSCHE BANK AG,Financials,Equity,"101,292,472.22",0.19,"101,292,472.22","6,124,819.00",16.54,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
4024,BMW,BMW AG,Consumer Discretionary,Equity,"100,310,117.20",0.18,"100,310,117.20","1,017,511.00",98.58,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
4025,AHT,ASHTEAD GROUP PLC,Industrials,Equity,"98,662,580.69",0.18,"98,662,580.69","1,395,390.00",70.71,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4026,RIO,RIO TINTO LTD,Materials,Equity,"97,850,789.44",0.18,"97,850,789.44","1,184,482.00",82.61,Australia,Asx - All Markets,USD,1.52,AUD,"Jan 02, 1985",EFA,20240607
4027,RI,PERNOD RICARD SA,Consumer Staples,Equity,"96,974,434.18",0.18,"96,974,434.18","652,539.00",148.61,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
4028,STMPA,STMICROELECTRONICS NV,Information Technology,Equity,"96,685,355.85",0.18,"96,685,355.85","2,159,742.00",44.77,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
4029,EOAN,E.ON N,Utilities,Equity,"95,501,541.98",0.18,"95,501,541.98","7,163,764.00",13.33,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
4030,BAYN,BAYER AG,Health Care,Equity,"95,204,687.55",0.17,"95,204,687.55","3,134,733.00",30.37,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
4031,6902,DENSO CORP,Consumer Discretionary,Equity,"95,186,609.70",0.17,"95,186,609.70","6,034,000.00",15.78,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4032,ENGI,ENGIE SA,Utilities,Equity,"94,516,979.51",0.17,"94,516,979.51","5,827,906.00",16.22,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
4033,PGHN,PARTNERS GROUP HOLDING AG,Financials,Equity,"94,093,954.94",0.17,"94,093,954.94","72,416.00","1,299.35",Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
4034,ASSA B,ASSA ABLOY B,Industrials,Equity,"94,007,283.23",0.17,"94,007,283.23","3,198,146.00",29.39,Sweden,Nasdaq Omx Nordic,USD,10.53,SEK,-,EFA,20240607
4035,HEIA,HEINEKEN NV,Consumer Staples,Equity,"93,893,165.49",0.17,"93,893,165.49","918,959.00",102.17,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240607
4036,3382,SEVEN & I HOLDINGS LTD,Consumer Staples,Equity,"93,550,970.86",0.17,"93,550,970.86","7,142,940.00",13.10,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4037,7751,CANON INC,Information Technology,Equity,"93,252,742.46",0.17,"93,252,742.46","3,191,800.00",29.22,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4038,ADYEN,ADYEN NV,Financials,Equity,"92,355,207.69",0.17,"92,355,207.69","69,345.00","1,331.82",Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240607
4039,UOB,UNITED OVERSEAS BANK LTD,Financials,Equity,"91,847,465.96",0.17,"91,847,465.96","4,034,600.00",22.76,Singapore,Singapore Exchange,USD,1.35,SGD,-,EFA,20240607
4040,AD,KONINKLIJKE AHOLD DELHAIZE NV,Consumer Staples,Equity,"91,368,101.71",0.17,"91,368,101.71","3,009,480.00",30.36,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240607
4041,9432,NIPPON TELEGRAPH AND TELEPHONE COR,Communication,Equity,"91,194,223.04",0.17,"91,194,223.04","95,346,600.00",0.96,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4042,HLN,HALEON PLC,Consumer Staples,Equity,"91,066,480.55",0.17,"91,066,480.55","21,672,632.00",4.20,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4043,7011,MITSUBISHI HEAVY INDUSTRIES LTD,Industrials,Equity,"90,409,383.41",0.17,"90,409,383.41","10,226,400.00",8.84,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4044,6723,RENESAS ELECTRONICS CORP,Information Technology,Equity,"90,123,063.19",0.17,"90,123,063.19","4,775,000.00",18.87,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4045,6273,SMC (JAPAN) CORP,Industrials,Equity,"89,853,031.95",0.17,"89,853,031.95","182,700.00",491.81,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4046,LR,LEGRAND SA,Industrials,Equity,"89,722,071.05",0.16,"89,722,071.05","842,475.00",106.50,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
4047,DSV,DSV,Industrials,Equity,"89,022,581.67",0.16,"89,022,581.67","553,633.00",160.80,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.90,DKK,-,EFA,20240607
4048,ML,MICHELIN,Consumer Discretionary,Equity,"88,198,552.41",0.16,"88,198,552.41","2,167,234.00",40.70,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
4049,VWS,VESTAS WIND SYSTEMS,Industrials,Equity,"87,982,772.70",0.16,"87,982,772.70","3,222,299.00",27.30,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.90,DKK,-,EFA,20240607
4050,TSCO,TESCO PLC,Consumer Staples,Equity,"87,569,190.99",0.16,"87,569,190.99","22,378,279.00",3.91,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4051,FMG,FORTESCUE LTD,Materials,Equity,"86,810,975.15",0.16,"86,810,975.15","5,403,423.00",16.07,Australia,Asx - All Markets,USD,1.52,AUD,-,EFA,20240607
4052,6702,FUJITSU LTD,Information Technology,Equity,"86,266,760.19",0.16,"86,266,760.19","5,563,000.00",15.51,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4053,DSY,DASSAULT SYSTEMES,Information Technology,Equity,"85,746,579.04",0.16,"85,746,579.04","2,135,349.00",40.16,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
4054,JPY,JPY CASH,Cash and/or Derivatives,Cash,"85,626,006.81",0.16,"85,626,006.81","13,428,726,648.00",0.64,Japan,-,USD,156.83,JPY,-,EFA,20240607
4055,8002,MARUBENI CORP,Industrials,Equity,"85,343,998.28",0.16,"85,343,998.28","4,519,500.00",18.88,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4056,6301,KOMATSU LTD,Industrials,Equity,"85,114,402.86",0.16,"85,114,402.86","2,951,900.00",28.83,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4057,8053,SUMITOMO CORP,Industrials,Equity,"85,029,292.86",0.16,"85,029,292.86","3,317,200.00",25.63,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4058,SE,SEA ADS REPRESENTING LTD CLASS A,Communication,Equity,"84,480,887.92",0.16,"84,480,887.92","1,165,736.00",72.47,Singapore,New York Stock Exchange Inc.,USD,1.00,USD,-,EFA,20240607
4059,KER,KERING SA,Consumer Discretionary,Equity,"84,262,510.24",0.15,"84,262,510.24","237,532.00",354.74,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
4060,NWG,NATWEST GROUP PLC,Financials,Equity,"84,170,199.72",0.15,"84,170,199.72","20,878,428.00",4.03,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4061,6954,FANUC CORP,Industrials,Equity,"83,930,098.83",0.15,"83,930,098.83","3,040,600.00",27.60,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4062,G,ASSICURAZIONI GENERALI,Financials,Equity,"83,710,580.05",0.15,"83,710,580.05","3,254,467.00",25.72,Italy,Borsa Italiana,USD,0.92,EUR,-,EFA,20240607
4063,ATCO B,ATLAS COPCO CLASS B,Industrials,Equity,"83,486,674.98",0.15,"83,486,674.98","4,980,465.00",16.76,Sweden,Nasdaq Omx Nordic,USD,10.53,SEK,-,EFA,20240607
4064,WOW,WOOLWORTHS GROUP LTD,Consumer Staples,Equity,"83,359,842.65",0.15,"83,359,842.65","3,897,857.00",21.39,Australia,Asx - All Markets,USD,1.52,AUD,-,EFA,20240607
4065,TCL,TRANSURBAN GROUP STAPLED UNITS,Industrials,Equity,"83,257,954.59",0.15,"83,257,954.59","9,866,557.00",8.44,Australia,Asx - All Markets,USD,1.52,AUD,-,EFA,20240607
4066,4901,FUJIFILM HOLDINGS CORP,Information Technology,Equity,"82,986,867.31",0.15,"82,986,867.31","3,537,600.00",23.46,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4067,6857,ADVANTEST CORP,Information Technology,Equity,"82,489,467.58",0.15,"82,489,467.58","2,444,600.00",33.74,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4068,8725,MS&AD INSURANCE GROUP HOLDINGS INC,Financials,Equity,"82,113,750.35",0.15,"82,113,750.35","4,105,164.00",20.00,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4069,PRU,PRUDENTIAL PLC,Financials,Equity,"81,657,110.41",0.15,"81,657,110.41","8,773,684.00",9.31,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4070,PUB,PUBLICIS GROUPE SA,Communication,Equity,"81,606,985.08",0.15,"81,606,985.08","730,316.00",111.74,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
4071,8591,ORIX CORP,Financials,Equity,"81,199,617.42",0.15,"81,199,617.42","3,701,900.00",21.93,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4072,8801,MITSUI FUDOSAN LTD,Real Estate,Equity,"80,996,341.58",0.15,"80,996,341.58","8,437,500.00",9.60,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4073,CHF,CHF CASH,Cash and/or Derivatives,Cash,"80,539,275.56",0.15,"80,539,275.56","72,211,514.00",111.53,Switzerland,-,USD,0.90,CHF,-,EFA,20240607
4074,UMG,UNIVERSAL MUSIC GROUP NV,Communication,Equity,"80,140,447.71",0.15,"80,140,447.71","2,625,638.00",30.52,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240607
4075,VOW3,VOLKSWAGEN NON-VOTING PREF AG,Consumer Discretionary,Equity,"80,102,468.46",0.15,"80,102,468.46","657,963.00",121.74,Germany,Xetra,USD,0.92,EUR,"Jan 02, 1990",EFA,20240607
4076,RHM,RHEINMETALL AG,Industrials,Equity,"80,065,894.28",0.15,"80,065,894.28","138,988.00",576.06,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
4077,SSE,SSE PLC,Utilities,Equity,"79,316,055.09",0.15,"79,316,055.09","3,488,978.00",22.73,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4078,EQNR,EQUINOR,Energy,Equity,"79,136,060.15",0.15,"79,136,060.15","2,836,264.00",27.90,Norway,Oslo Bors Asa,USD,10.69,NOK,-,EFA,20240607
4079,5108,BRIDGESTONE CORP,Consumer Discretionary,Equity,"76,714,705.09",0.14,"76,714,705.09","1,821,800.00",42.11,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4080,MRK,MERCK,Health Care,Equity,"76,378,200.03",0.14,"76,378,200.03","412,388.00",185.21,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
4081,8750,DAI-ICHI LIFE HOLDINGS INC,Financials,Equity,"75,964,286.42",0.14,"75,964,286.42","2,963,552.00",25.63,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4082,RWE,RWE AG,Utilities,Equity,"74,555,334.46",0.14,"74,555,334.46","2,017,440.00",36.96,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
4083,HEXA B,HEXAGON CLASS B,Information Technology,Equity,"74,116,492.02",0.14,"74,116,492.02","6,624,712.00",11.19,Sweden,Nasdaq Omx Nordic,USD,10.53,SEK,-,EFA,20240607
4084,4543,TERUMO CORP,Health Care,Equity,"73,754,969.07",0.14,"73,754,969.07","4,280,900.00",17.23,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4085,VIE,VEOLIA ENVIRON. SA,Utilities,Equity,"73,559,026.54",0.14,"73,559,026.54","2,198,921.00",33.45,France,Nyse Euronext - Euronext Paris,USD,0.92,EUR,-,EFA,20240607
4086,SEB A,SKANDINAVISKA ENSKILDA BANKEN,Financials,Equity,"73,311,781.38",0.13,"73,311,781.38","5,063,418.00",14.48,Sweden,Nasdaq Omx Nordic,USD,10.53,SEK,-,EFA,20240607
4087,NSIS B,NOVOZYMES B,Materials,Equity,"72,809,739.42",0.13,"72,809,739.42","1,190,491.00",61.16,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.90,DKK,-,EFA,20240607
4088,ARGX,ARGENX,Health Care,Equity,"72,704,446.77",0.13,"72,704,446.77","189,634.00",383.39,Belgium,Nyse Euronext - Euronext Brussels,USD,0.92,EUR,-,EFA,20240607
4089,SAND,SANDVIK,Industrials,Equity,"72,635,747.85",0.13,"72,635,747.85","3,402,135.00",21.35,Sweden,Nasdaq Omx Nordic,USD,10.53,SEK,-,EFA,20240607
4090,DTG,DAIMLER TRUCK HOLDING E AG,Industrials,Equity,"70,827,230.01",0.13,"70,827,230.01","1,706,826.00",41.50,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
4091,TEF,TELEFONICA SA,Communication,Equity,"69,482,545.47",0.13,"69,482,545.47","14,678,914.00",4.73,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240607
4092,CABK,CAIXABANK SA,Financials,Equity,"68,068,781.92",0.13,"68,068,781.92","11,968,954.00",5.69,Spain,Bolsa De Madrid,USD,0.92,EUR,-,EFA,20240607
4093,IMB,IMPERIAL BRANDS PLC,Consumer Staples,Equity,"67,854,359.75",0.12,"67,854,359.75","2,684,365.00",25.28,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4094,VNA,VONOVIA SE,Real Estate,Equity,"67,484,545.99",0.12,"67,484,545.99","2,339,443.00",28.85,Germany,Xetra,USD,0.92,EUR,-,EFA,20240607
4095,SLHN,SWISS LIFE HOLDING AG,Financials,Equity,"67,018,707.12",0.12,"67,018,707.12","94,272.00",710.91,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
4096,PHIA,KONINKLIJKE PHILIPS NV,Health Care,Equity,"66,970,554.58",0.12,"66,970,554.58","2,540,646.00",26.36,Netherlands,Euronext Amsterdam,USD,0.92,EUR,-,EFA,20240607
4097,STAN,STANDARD CHARTERED PLC,Financials,Equity,"66,846,719.11",0.12,"66,846,719.11","7,043,734.00",9.49,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4098,VOD,VODAFONE GROUP PLC,Communication,Equity,"66,824,677.85",0.12,"66,824,677.85","73,446,490.00",0.91,United Kingdom,London Stock Exchange,USD,0.79,GBP,-,EFA,20240607
4099,4452,KAO CORP,Consumer Staples,Equity,"66,618,789.77",0.12,"66,618,789.77","1,486,600.00",44.81,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4100,DANSKE,DANSKE BANK,Financials,Equity,"66,556,954.23",0.12,"66,556,954.23","2,179,606.00",30.54,Denmark,Omx Nordic Exchange Copenhagen A/S,USD,6.90,DKK,-,EFA,20240607
4101,6762,TDK CORP,Information Technology,Equity,"66,086,702.16",0.12,"66,086,702.16","1,240,500.00",53.27,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
4102,NOKIA,NOKIA,Information Technology,Equity,"66,025,746.30",0.12,"66,025,746.30","16,857,722.00",3.92,Finland,Nasdaq Omx Helsinki Ltd.,USD,0.92,EUR,"Jan 01, 1998",EFA,20240607
4103,GEBN,GEBERIT AG,Industrials,Equity,"65,528,367.61",0.12,"65,528,367.61","106,668.00",614.32,Switzerland,SIX Swiss Exchange,USD,0.90,CHF,-,EFA,20240607
4104,4519,CHUGAI PHARMACEUTICAL LTD,Health Care,Equity,"65,001,919.28",0.12,"65,001,919.28","2,143,000.00",30.33,Japan,Tokyo Stock Exchange,USD,156.83,JPY,-,EFA,20240607
